name,cuisine,price,link,main_cuisine,rating,cost_for_two
Level 3 Bar & Restaurant,"Bar Food, North Indian, Chinese",,https://www.zomato.com/gwalior/level-3-bar-restaurant-lohamandi/info,Bar Food,-,"₹1,000 for two people (approx.) with alcohol"
Jai Dandraua Bhojanalya & Family Restaurant,North Indian,200,https://www.zomato.com/gwalior/jai-dandraua-bhojanalya-family-restaurant-mahalgaon/info,North Indian,-,₹200 for two people (approx.)
Smile HL Fast Food Corner,"Fast Food, Burger, Sandwich, Pizza, Street Food, Beverages",400,https://www.zomato.com/gwalior/smile-hl-fast-food-corner-birla-nagar/info,Fast Food,-,₹400 for two people (approx.)
Shriram's Food Court,"Rolls, North Indian, Fast Food, Sandwich, Burger, Chinese, Beverages, Pizza",400,https://www.zomato.com/gwalior/shrirams-food-court-deen-dayal-nagar/info,Rolls,-,₹400 for two people (approx.)
Baking Cart,"Bakery, Desserts",500,https://www.zomato.com/gwalior/baking-cart-lashkar/info,Bakery,-,₹500 for two people (approx.)
Om Sai Bhojnalay,North Indian,250,https://www.zomato.com/gwalior/om-sai-bhojnalay-prasad-nagar/info,North Indian,-,₹250 for two people (approx.)
Neel Shree Family Restaurant,"North Indian, Mughlai, Fast Food, Street Food, Beverages",500,https://www.zomato.com/gwalior/neel-shree-family-restaurant-lashkar/info,North Indian,-,₹500 for two people (approx.)
Kullad Tea Cafe,"Tea, Coffee, Shake, Pizza, Burger, Sandwich, Street Food",250,https://www.zomato.com/gwalior/kullad-tea-cafe-deen-dayal-nagar/info,Tea,-,₹250 for two people (approx.)
Maxsun Hotel & Banquet,"North Indian, South Indian, Biryani, Chinese, Seafood, Sandwich, Fast Food, Beverages",,https://www.zomato.com/gwalior/maxsun-hotel-banquet-thatipur/info,North Indian,-,"₹1,000 for two people (approx.)"
The Central Park Bakery,"Bakery, Desserts",150,https://www.zomato.com/gwalior/the-central-park-bakery-city-center/info,Bakery,-,₹150 for two people (approx.)
Cafe Romyanic,"Fast Food, Chinese",250,https://www.zomato.com/gwalior/cafe-romyanic-city-center/info,Fast Food,-,₹250 for two people (approx.)
Jalsa Club & Restaurant,"North Indian, Chinese, Biryani, Kebab, Salad, Continental, Mughlai, Beverages",,https://www.zomato.com/gwalior/jalsa-club-restaurant-vijaynagar/info,North Indian,-,"₹1,200 for two people (approx.) with alcohol"
Comesum Food Plaza,"North Indian, Chinese, Fast Food, Street Food, Beverages",300,https://www.zomato.com/gwalior/comesum-food-plaza-city-center/info,North Indian,-,₹300 for two people (approx.)
Tik-Tok Fast Food Restaurant And Bakery,"Fast Food, North Indian, Chinese, Beverages",300,https://www.zomato.com/gwalior/tik-tok-fast-food-restaurant-and-bakery-madhav-ganj/info,Fast Food,-,₹300 for two people (approx.)
Urban Tadka Restaurant,"North Indian, Mughlai, Biryani",200,https://www.zomato.com/gwalior/urban-tadka-restaurant-morar/info,North Indian,-,₹200 for two people (approx.)
New Ashok Restaurant,"North Indian, Chinese",300,https://www.zomato.com/gwalior/new-ashok-restaurant-lashkar/info,North Indian,-,₹300 for two people (approx.)
Shukla Family Restaurant,"North Indian, Chinese",250,https://www.zomato.com/gwalior/shukla-family-restaurant-city-center/info,North Indian,-,₹250 for two people (approx.)
Burger Bud,"Pizza, Burger, Sandwich, Pasta, Shake",250,https://www.zomato.com/gwalior/burger-bud-birla-nagar/info,Pizza,-,₹250 for two people (approx.)
Eat & Bite Cafe & Restro,"Chinese, Sandwich, Burger, Wraps, Pasta, Fast Food, Street Food",300,https://www.zomato.com/gwalior/eat-bite-cafe-restro-lashkar/info,Chinese,-,₹300 for two people (approx.)
Simpsonss Pizza,"Pizza, Sandwich, Burger",300,https://www.zomato.com/gwalior/simpsonss-pizza-deen-dayal-nagar/info,Pizza,-,₹300 for two people (approx.)
Jai Mata Di Tiffin Centre,North Indian,150,https://www.zomato.com/gwalior/jai-mata-di-tiffin-centre-city-center/info,North Indian,-,₹150 for two people (approx.)
Agrawal Restaurant,North Indian,200,https://www.zomato.com/gwalior/agrawal-restaurant-2-anand-nagar/info,North Indian,-,₹200 for two people (approx.)
Yummy Sandwich,"Sandwich, Pizza, Burger, Fast Food, Street Food, Beverages",350,https://www.zomato.com/gwalior/yummy-sandwich-naya-bazaar/info,Sandwich,-,₹350 for two people (approx.)
Shri Ram Krishan Misthan Bhandaar,"Desserts, Street Food, South Indian, Chinese",150,https://www.zomato.com/gwalior/shri-ram-krishan-misthan-bhandaar-deen-dayal-nagar/info,Desserts,-,₹150 for two people (approx.)
Shan E Agra Restaurant,"North Indian, Mughlai, Chinese, Biryani",400,https://www.zomato.com/shan-e-agra-food-truck/info,North Indian,-,₹400 for two people (approx.)
Shri Ram's Food Court,"North Indian, Pizza, Burger, Sandwich, Momos, Street Food, Shake, Tea",300,https://www.zomato.com/gwalior/shri-rams-food-court-deen-dayal-nagar/info,North Indian,-,₹300 for two people (approx.)
Jai Maa Kali Restaurant And Cafe,"North Indian, South Indian, Chinese, Pizza, Sandwich, Fast Food",300,https://www.zomato.com/gwalior/jai-maa-kali-restaurant-and-cafe-morar/info,North Indian,-,₹300 for two people (approx.)
Tasty-Town,"North Indian, Chinese, Salad, Pizza, Fast Food, Shake, Beverages",300,https://www.zomato.com/gwalior/tasty-town-birla-nagar/info,North Indian,-,₹300 for two people (approx.)
The Tea Bar Cafe,"Tea, Sandwich, Pizza, Beverages",250,https://www.zomato.com/gwalior/the-tea-bar-cafe-3-deen-dayal-nagar/info,Tea,-,₹250 for two people (approx.)
Tandoori Chai Wala,"Tea, North Indian",300,https://www.zomato.com/gwalior/tandoori-chai-wala-city-center/info,Tea,-,₹300 for two people (approx.)
Top N Town Ice Cream Sky Cafe,"Ice Cream, Shake, Desserts",100,https://www.zomato.com/gwalior/top-n-town-ice-cream-sky-cafe-naya-bazaar/info,Ice Cream,-,₹100 for two people (approx.)
Shri Ram Sweets And Bakery,"Mithai, Bakery",300,https://www.zomato.com/gwalior/shri-ram-sweets-and-bakery-vinay-nagar/info,Mithai,-,₹300 for two people (approx.)
The Happyness Cafe,"Sandwich, Street Food, Pasta, Fast Food, Pizza, Burger, Tea, Beverages",200,https://www.zomato.com/gwalior/the-happyness-cafe-vijaynagar/info,Sandwich,-,₹200 for two people (approx.)
Where's The Fork Express,"North Indian, Fast Food, Street Food, Chinese, Momos, Rolls, Beverages",300,https://www.zomato.com/gwalior/wheres-the-fork-express-city-center/info,North Indian,-,₹300 for two people (approx.)
Shere Punjab,"North Indian, Fast Food, Chinese, Shake",300,https://www.zomato.com/gwalior/shere-punjab-ghosipura/info,North Indian,-,₹300 for two people (approx.)
Roll La Costa,"Rolls, Momos, Fast Food",200,https://www.zomato.com/gwalior/roll-la-costa-lashkar/info,Rolls,-,₹200 for two people (approx.)
Bru & Bite Cafe,"Sandwich, Pizza, Street Food, Beverages",200,https://www.zomato.com/gwalior/bru-bite-cafe-deen-dayal-nagar/info,Sandwich,-,₹200 for two people (approx.)
Momo Mafia,"Momos, Chinese, Fast Food, Street Food, Sandwich, Burger, Shake, Beverages",350,https://www.zomato.com/gwalior/momo-mafia-shinde-ki-chhawani/info,Momos,-,₹350 for two people (approx.)
Foodiestan,"North Indian, Mughlai, Chinese",450,https://www.zomato.com/gwalior/foodiestan-city-center/info,North Indian,-,₹450 for two people (approx.)
Erica Cafe Family Restaurant,Fast Food,200,https://www.zomato.com/gwalior/erica-cafe-family-restaurant-morar/info,Fast Food,-,₹200 for two people (approx.)
Bready Bites,"Sandwich, Street Food",200,https://www.zomato.com/gwalior/bready-bites-city-center/info,Sandwich,-,₹200 for two people (approx.)
The Pearl,North Indian,,https://www.zomato.com/gwalior/the-pearl-city-center/info,North Indian,-,"₹1,000 for two people (approx.)"
Delhi 6,"North Indian, Street Food",200,https://www.zomato.com/gwalior/delhi-6-thatipur/info,North Indian,-,₹200 for two people (approx.)
